Gene.ID,Gene.Name,Time,Treatment,Replicate,Normalized.Counts
WP_011131909.1,psbK,36,HV,A,63
WP_011131909.1,psbK,36,HV,B,89
WP_011131909.1,psbK,36,HV,C,27
WP_011131910.1,mviM_a,0,C,A,1573
WP_011131910.1,mviM_a,0,C,B,1669
WP_011131910.1,mviM_a,0,C,C,2117
WP_011131910.1,mviM_a,0,HV,A,1227
WP_011131910.1,mviM_a,0,HV,B,1406
WP_011131910.1,mviM_a,0,HV,C,3598
WP_011131910.1,mviM_a,12,C,A,2814
WP_011131910.1,mviM_a,12,C,B,2183
WP_011131910.1,mviM_a,12,C,C,2349
WP_011131910.1,mviM_a,12,HV,A,540
WP_011131910.1,mviM_a,12,HV,B,1588
WP_011131910.1,mviM_a,12,HV,C,648
WP_011131910.1,mviM_a,24,HV,A,70
WP_011131910.1,mviM_a,24,HV,B,68
WP_011131910.1,mviM_a,24,HV,C,44
WP_011131910.1,mviM_a,24,C,A,3469
WP_011131910.1,mviM_a,24,C,B,3076
WP_011131910.1,mviM_a,36,C,A,2140
WP_011131910.1,mviM_a,36,C,B,1237
WP_011131910.1,mviM_a,36,C,C,2549
WP_011131910.1,mviM_a,36,HV,A,52
WP_011131910.1,mviM_a,36,HV,B,45
WP_011131910.1,mviM_a,36,HV,C,32
WP_011131911.1,PMM0274,0,C,A,1299
WP_011131911.1,PMM0274,0,C,B,1730
WP_011131911.1,PMM0274,0,C,C,1559
WP_011131911.1,PMM0274,0,HV,A,1079
WP_011131911.1,PMM0274,0,HV,B,1301
WP_011131911.1,PMM0274,0,HV,C,2677
WP_011131911.1,PMM0274,12,C,A,2535
WP_011131911.1,PMM0274,12,C,B,2456
WP_011131911.1,PMM0274,12,C,C,2736
WP_011131911.1,PMM0274,12,HV,A,612
WP_011131911.1,PMM0274,12,HV,B,1570
WP_011131911.1,PMM0274,12,HV,C,652
WP_011131911.1,PMM0274,24,HV,A,38
WP_011131911.1,PMM0274,24,HV,B,25
WP_011131911.1,PMM0274,24,HV,C,18
WP_011131911.1,PMM0274,24,C,A,2513
WP_011131911.1,PMM0274,24,C,B,2826
WP_011131911.1,PMM0274,36,C,A,2556
WP_011131911.1,PMM0274,36,C,B,1607
WP_011131911.1,PMM0274,36,C,C,2768
WP_011131911.1,PMM0274,36,HV,A,27
WP_011131911.1,PMM0274,36,HV,B,60
WP_011131911.1,PMM0274,36,HV,C,30
WP_011131912.1,pyrE,0,C,A,389
WP_011131912.1,pyrE,0,C,B,462
WP_011131912.1,pyrE,0,C,C,393
WP_011131912.1,pyrE,0,HV,A,259
WP_011131912.1,pyrE,0,HV,B,446
WP_011131912.1,pyrE,0,HV,C,752
WP_011131912.1,pyrE,12,C,A,2012
WP_011131912.1,pyrE,12,C,B,1166
WP_011131912.1,pyrE,12,C,C,1438
WP_011131912.1,pyrE,12,HV,A,551
WP_011131912.1,pyrE,12,HV,B,1125
WP_011131912.1,pyrE,12,HV,C,645
WP_011131912.1,pyrE,24,HV,A,48
WP_011131912.1,pyrE,24,HV,B,23
WP_011131912.1,pyrE,24,HV,C,16
WP_011131912.1,pyrE,24,C,A,730
WP_011131912.1,pyrE,24,C,B,866
WP_011131912.1,pyrE,36,C,A,1380
WP_011131912.1,pyrE,36,C,B,875
WP_011131912.1,pyrE,36,C,C,1809
WP_011131912.1,pyrE,36,HV,A,13
WP_011131912.1,pyrE,36,HV,B,29
WP_011131912.1,pyrE,36,HV,C,20
WP_011131916.1,rdgB,0,C,A,327
WP_011131916.1,rdgB,0,C,B,459
WP_011131916.1,rdgB,0,C,C,599
WP_011131916.1,rdgB,0,HV,A,327
WP_011131916.1,rdgB,0,HV,B,340
WP_011131916.1,rdgB,0,HV,C,809
WP_011131916.1,rdgB,12,C,A,3162
WP_011131916.1,rdgB,12,C,B,1556
WP_011131916.1,rdgB,12,C,C,1396
WP_011131916.1,rdgB,12,HV,A,675
WP_011131916.1,rdgB,12,HV,B,1229
WP_011131916.1,rdgB,12,HV,C,772
WP_011131916.1,rdgB,24,HV,A,43
WP_011131916.1,rdgB,24,HV,B,48
WP_011131916.1,rdgB,24,HV,C,35
WP_011131916.1,rdgB,24,C,A,1108
WP_011131916.1,rdgB,24,C,B,706
WP_011131916.1,rdgB,36,C,A,1293
WP_011131916.1,rdgB,36,C,B,844
WP_011131916.1,rdgB,36,C,C,1995
WP_011131916.1,rdgB,36,HV,A,16
WP_011131916.1,rdgB,36,HV,B,46
WP_011131916.1,rdgB,36,HV,C,20
WP_011131918.1,hisB,0,C,A,6828
WP_011131918.1,hisB,0,C,B,5492
WP_011131918.1,hisB,0,C,C,7443
WP_011131918.1,hisB,0,HV,A,5355
WP_011131918.1,hisB,0,HV,B,4635
WP_011131918.1,hisB,0,HV,C,11909
WP_011131918.1,hisB,12,C,A,5250
WP_011131918.1,hisB,12,C,B,5218
WP_011131918.1,hisB,12,C,C,5421
WP_011131918.1,hisB,12,HV,A,1449
WP_011131918.1,hisB,12,HV,B,3428
WP_011131918.1,hisB,12,HV,C,1136
WP_011131918.1,hisB,24,HV,A,168
WP_011131918.1,hisB,24,HV,B,81
WP_011131918.1,hisB,24,HV,C,48
WP_011131918.1,hisB,24,C,A,11058
WP_011131918.1,hisB,24,C,B,16813
WP_011131918.1,hisB,36,C,A,6619
WP_011131918.1,hisB,36,C,B,4639
WP_011131918.1,hisB,36,C,C,7236
WP_011131918.1,hisB,36,HV,A,50
WP_011131918.1,hisB,36,HV,B,72
WP_011131918.1,hisB,36,HV,C,33
WP_011131919.1,fabI,0,C,A,16818
WP_011131919.1,fabI,0,C,B,13511
WP_011131919.1,fabI,0,C,C,16606
WP_011131919.1,fabI,0,HV,A,11261
WP_011131919.1,fabI,0,HV,B,9844
WP_011131919.1,fabI,0,HV,C,23009
WP_011131919.1,fabI,12,C,A,10128
WP_011131919.1,fabI,12,C,B,8723
WP_011131919.1,fabI,12,C,C,9446
WP_011131919.1,fabI,12,HV,A,2350
WP_011131919.1,fabI,12,HV,B,4442
WP_011131919.1,fabI,12,HV,C,1551
WP_011131919.1,fabI,24,HV,A,186
WP_011131919.1,fabI,24,HV,B,174
WP_011131919.1,fabI,24,HV,C,114
WP_011131919.1,fabI,24,C,A,27242
WP_011131919.1,fabI,24,C,B,37508
WP_011131919.1,fabI,36,C,A,12160
WP_011131919.1,fabI,36,C,B,8217
WP_011131919.1,fabI,36,C,C,14343
WP_011131919.1,fabI,36,HV,A,61
WP_011131919.1,fabI,36,HV,B,147
WP_011131919.1,fabI,36,HV,C,77
WP_011131922.1,phrB,0,C,A,4183
WP_011131922.1,phrB,0,C,B,4639
WP_011131922.1,phrB,0,C,C,2286
WP_011131922.1,phrB,0,HV,A,2792
WP_011131922.1,phrB,0,HV,B,2820
WP_011131922.1,phrB,0,HV,C,3574
WP_011131922.1,phrB,12,C,A,1303
WP_011131922.1,phrB,12,C,B,902
WP_011131922.1,phrB,12,C,C,866
WP_011131922.1,phrB,12,HV,A,252
WP_011131922.1,phrB,12,HV,B,1026
WP_011131922.1,phrB,12,HV,C,543
WP_011131922.1,phrB,24,HV,A,82
WP_011131922.1,phrB,24,HV,B,35
WP_011131922.1,phrB,24,HV,C,29
WP_011131922.1,phrB,24,C,A,1619
WP_011131922.1,phrB,24,C,B,1917
WP_011131922.1,phrB,36,C,A,857
WP_011131922.1,phrB,36,C,B,656
WP_011131922.1,phrB,36,C,C,1225
WP_011131922.1,phrB,36,HV,A,18
WP_011131922.1,phrB,36,HV,B,15
WP_011131922.1,phrB,36,HV,C,16
WP_011131923.1,mutT,0,C,A,3096
WP_011131923.1,mutT,0,C,B,4449
WP_011131923.1,mutT,0,C,C,1900
WP_011131923.1,mutT,0,HV,A,2365
WP_011131923.1,mutT,0,HV,B,2481
WP_011131923.1,mutT,0,HV,C,2374
WP_011131923.1,mutT,12,C,A,921
WP_011131923.1,mutT,12,C,B,639
WP_011131923.1,mutT,12,C,C,496
WP_011131923.1,mutT,12,HV,A,172
WP_011131923.1,mutT,12,HV,B,621
WP_011131923.1,mutT,12,HV,C,307
WP_011131923.1,mutT,24,HV,A,48
WP_011131923.1,mutT,24,HV,B,33
WP_011131923.1,mutT,24,HV,C,18
WP_011131923.1,mutT,24,C,A,1387
WP_011131923.1,mutT,24,C,B,1320
WP_011131923.1,mutT,36,C,A,683
WP_011131923.1,mutT,36,C,B,616
WP_011131923.1,mutT,36,C,C,1014
WP_011131923.1,mutT,36,HV,A,15
WP_011131923.1,mutT,36,HV,B,17
WP_011131923.1,mutT,36,HV,C,17
WP_011131924.1,folK,0,C,A,971
WP_011131924.1,folK,0,C,B,1504
WP_011131924.1,folK,0,C,C,1086
WP_011131924.1,folK,0,HV,A,823
WP_011131924.1,folK,0,HV,B,852
WP_011131924.1,folK,0,HV,C,1296
WP_011131924.1,folK,12,C,A,1179
WP_011131924.1,folK,12,C,B,647
WP_011131924.1,folK,12,C,C,539
WP_011131924.1,folK,12,HV,A,161
WP_011131924.1,folK,12,HV,B,718
WP_011131924.1,folK,12,HV,C,342
WP_011131924.1,folK,24,HV,A,57
WP_011131924.1,folK,24,HV,B,43
WP_011131924.1,folK,24,HV,C,22
WP_011131924.1,folK,24,C,A,1324
WP_011131924.1,folK,24,C,B,797
WP_011131924.1,folK,36,C,A,631
WP_011131924.1,folK,36,C,B,366
WP_011131924.1,folK,36,C,C,958
WP_011131924.1,folK,36,HV,A,23
WP_011131924.1,folK,36,HV,B,18
WP_011131924.1,folK,36,HV,C,26
WP_011131925.1,chlD,0,C,A,4986
WP_011131925.1,chlD,0,C,B,4459
WP_011131925.1,chlD,0,C,C,6552
WP_011131925.1,chlD,0,HV,A,4436
WP_011131925.1,chlD,0,HV,B,4135
WP_011131925.1,chlD,0,HV,C,9974
WP_011131925.1,chlD,12,C,A,4907
WP_011131925.1,chlD,12,C,B,3556
WP_011131925.1,chlD,12,C,C,4533
WP_011131925.1,chlD,12,HV,A,1472
WP_011131925.1,chlD,12,HV,B,3578
WP_011131925.1,chlD,12,HV,C,1750
WP_011131925.1,chlD,24,HV,A,180
WP_011131925.1,chlD,24,HV,B,127
WP_011131925.1,chlD,24,HV,C,92
WP_011131925.1,chlD,24,C,A,8498
WP_011131925.1,chlD,24,C,B,10556
WP_011131925.1,chlD,36,C,A,5052
WP_011131925.1,chlD,36,C,B,3914
WP_011131925.1,chlD,36,C,C,5611
WP_011131925.1,chlD,36,HV,A,83
WP_011131925.1,chlD,36,HV,B,97
WP_011131925.1,chlD,36,HV,C,74
WP_011131926.1,ycf22,0,C,A,3281
WP_011131926.1,ycf22,0,C,B,3809
WP_011131926.1,ycf22,0,C,C,3211
WP_011131926.1,ycf22,0,HV,A,2276
WP_011131926.1,ycf22,0,HV,B,2579
WP_011131926.1,ycf22,0,HV,C,4762
WP_011131926.1,ycf22,12,C,A,9454
WP_011131926.1,ycf22,12,C,B,7288
WP_011131926.1,ycf22,12,C,C,7983
WP_011131926.1,ycf22,12,HV,A,1889
WP_011131926.1,ycf22,12,HV,B,3934
WP_011131926.1,ycf22,12,HV,C,1502
WP_011131926.1,ycf22,24,HV,A,73
WP_011131926.1,ycf22,24,HV,B,81
WP_011131926.1,ycf22,24,HV,C,55
WP_011131926.1,ycf22,24,C,A,5731
WP_011131926.1,ycf22,24,C,B,5873
WP_011131926.1,ycf22,36,C,A,9458
WP_011131926.1,ycf22,36,C,B,6490
WP_011131926.1,ycf22,36,C,C,10726
WP_011131926.1,ycf22,36,HV,A,73
WP_011131926.1,ycf22,36,HV,B,113
WP_011131926.1,ycf22,36,HV,C,61
WP_011131929.1,ndhJ,0,C,A,7580
WP_011131929.1,ndhJ,0,C,B,9270
WP_011131929.1,ndhJ,0,C,C,5183
WP_011131929.1,ndhJ,0,HV,A,6162
WP_011131929.1,ndhJ,0,HV,B,5858
WP_011131929.1,ndhJ,0,HV,C,7295
WP_011131929.1,ndhJ,12,C,A,9714
WP_011131929.1,ndhJ,12,C,B,8651
WP_011131929.1,ndhJ,12,C,C,9725
WP_011131929.1,ndhJ,12,HV,A,2526
WP_011131929.1,ndhJ,12,HV,B,6611
WP_011131929.1,ndhJ,12,HV,C,2861
WP_011131929.1,ndhJ,24,HV,A,223
WP_011131929.1,ndhJ,24,HV,B,175
WP_011131929.1,ndhJ,24,HV,C,98
WP_011131929.1,ndhJ,24,C,A,5218
WP_011131929.1,ndhJ,24,C,B,5558
WP_011131929.1,ndhJ,36,C,A,8992
WP_011131929.1,ndhJ,36,C,B,5562
WP_011131929.1,ndhJ,36,C,C,10299
WP_011131929.1,ndhJ,36,HV,A,77
WP_011131929.1,ndhJ,36,HV,B,126
WP_011131929.1,ndhJ,36,HV,C,64
WP_011131931.1,ndhC,0,C,A,13553
WP_011131931.1,ndhC,0,C,B,15761
WP_011131931.1,ndhC,0,C,C,8732
WP_011131931.1,ndhC,0,HV,A,8068
WP_011131931.1,ndhC,0,HV,B,7487
WP_011131931.1,ndhC,0,HV,C,9077
WP_011131931.1,ndhC,12,C,A,16398
WP_011131931.1,ndhC,12,C,B,12990
WP_011131931.1,ndhC,12,C,C,13609
WP_011131931.1,ndhC,12,HV,A,4066
WP_011131931.1,ndhC,12,HV,B,6596
WP_011131931.1,ndhC,12,HV,C,3372
WP_011131931.1,ndhC,24,HV,A,221
WP_011131931.1,ndhC,24,HV,B,159
WP_011131931.1,ndhC,24,HV,C,122
WP_011131931.1,ndhC,24,C,A,9041
WP_011131931.1,ndhC,24,C,B,8121
WP_011131931.1,ndhC,36,C,A,14044
WP_011131931.1,ndhC,36,C,B,8029
WP_011131931.1,ndhC,36,C,C,16428
WP_011131931.1,ndhC,36,HV,A,102
WP_011131931.1,ndhC,36,HV,B,195
WP_011131931.1,ndhC,36,HV,C,94
WP_011131935.1,psbF,0,C,A,121382
WP_011131935.1,psbF,0,C,B,160296
WP_011131935.1,psbF,0,C,C,123204
WP_011131935.1,psbF,0,HV,A,76924
WP_011131935.1,psbF,0,HV,B,141914
WP_011131935.1,psbF,0,HV,C,140640
WP_011131935.1,psbF,12,C,A,60368
WP_011131935.1,psbF,12,C,B,62263
WP_011131935.1,psbF,12,C,C,86802
WP_011131935.1,psbF,12,HV,A,15500
WP_011131935.1,psbF,12,HV,B,29644
WP_011131935.1,psbF,12,HV,C,12931
WP_011131935.1,psbF,24,HV,A,1029
WP_011131935.1,psbF,24,HV,B,742
WP_011131935.1,psbF,24,HV,C,522
WP_011131935.1,psbF,24,C,A,137277
WP_011131935.1,psbF,24,C,B,180259
WP_011131935.1,psbF,36,C,A,118860
WP_011131935.1,psbF,36,C,B,88669
WP_011131935.1,psbF,36,C,C,109098
WP_011131935.1,psbF,36,HV,A,532
WP_011131935.1,psbF,36,HV,B,915
WP_011131935.1,psbF,36,HV,C,386
WP_011131936.1,psbL,0,C,A,89490
WP_011131936.1,psbL,0,C,B,118228
WP_011131936.1,psbL,0,C,C,96463
WP_011131936.1,psbL,0,HV,A,57810
WP_011131936.1,psbL,0,HV,B,102634
WP_011131936.1,psbL,0,HV,C,106535
WP_011131936.1,psbL,12,C,A,50255
WP_011131936.1,psbL,12,C,B,48088
WP_011131936.1,psbL,12,C,C,65889
WP_011131936.1,psbL,12,HV,A,12932
WP_011131936.1,psbL,12,HV,B,23196
WP_011131936.1,psbL,12,HV,C,10464
WP_011131936.1,psbL,24,HV,A,842
WP_011131936.1,psbL,24,HV,B,539
WP_011131936.1,psbL,24,HV,C,387
WP_011131936.1,psbL,24,C,A,100684
WP_011131936.1,psbL,24,C,B,130074
WP_011131936.1,psbL,36,C,A,86370
WP_011131936.1,psbL,36,C,B,61947
WP_011131936.1,psbL,36,C,C,85034
WP_011131936.1,psbL,36,HV,A,441
WP_011131936.1,psbL,36,HV,B,714
WP_011131936.1,psbL,36,HV,C,300
WP_011131937.1,psbJ,0,C,A,84024
WP_011131937.1,psbJ,0,C,B,117478
WP_011131937.1,psbJ,0,C,C,97736
WP_011131937.1,psbJ,0,HV,A,57533
WP_011131937.1,psbJ,0,HV,B,96846
WP_011131937.1,psbJ,0,HV,C,103064
WP_011131937.1,psbJ,12,C,A,53644
WP_011131937.1,psbJ,12,C,B,49809
WP_011131937.1,psbJ,12,C,C,67828
WP_011131937.1,psbJ,12,HV,A,13582
WP_011131937.1,psbJ,12,HV,B,24234
WP_011131937.1,psbJ,12,HV,C,11993
WP_011131937.1,psbJ,24,HV,A,861
WP_011131937.1,psbJ,24,HV,B,600
WP_011131937.1,psbJ,24,HV,C,393
WP_011131937.1,psbJ,24,C,A,102626
WP_011131937.1,psbJ,24,C,B,133644
WP_011131937.1,psbJ,36,C,A,90917
WP_011131937.1,psbJ,36,C,B,61009
WP_011131937.1,psbJ,36,C,C,92237
WP_011131937.1,psbJ,36,HV,A,462
WP_011131937.1,psbJ,36,HV,B,723
WP_011131937.1,psbJ,36,HV,C,289
WP_011131940.1,PMM0303,0,C,A,233
WP_011131940.1,PMM0303,0,C,B,333
WP_011131940.1,PMM0303,0,C,C,256
WP_011131940.1,PMM0303,0,HV,A,162
WP_011131940.1,PMM0303,0,HV,B,283
WP_011131940.1,PMM0303,0,HV,C,517
WP_011131940.1,PMM0303,12,C,A,1099
WP_011131940.1,PMM0303,12,C,B,734
WP_011131940.1,PMM0303,12,C,C,604
WP_011131940.1,PMM0303,12,HV,A,138
WP_011131940.1,PMM0303,12,HV,B,574
WP_011131940.1,PMM0303,12,HV,C,192
WP_011131940.1,PMM0303,24,HV,A,18
WP_011131940.1,PMM0303,24,HV,B,17
WP_011131940.1,PMM0303,24,HV,C,6
WP_011131940.1,PMM0303,24,C,A,418
WP_011131940.1,PMM0303,24,C,B,210
WP_011131940.1,PMM0303,36,C,A,363
WP_011131940.1,PMM0303,36,C,B,255
WP_011131940.1,PMM0303,36,C,C,561
WP_011131940.1,PMM0303,36,HV,A,7
WP_011131940.1,PMM0303,36,HV,B,5
WP_011131940.1,PMM0303,36,HV,C,12
WP_011131941.1,pcrA,0,C,A,2166
WP_011131941.1,pcrA,0,C,B,2934
WP_011131941.1,pcrA,0,C,C,2162
WP_011131941.1,pcrA,0,HV,A,1842
WP_011131941.1,pcrA,0,HV,B,3067
WP_011131941.1,pcrA,0,HV,C,5288
WP_011131941.1,pcrA,12,C,A,6887
WP_011131941.1,pcrA,12,C,B,4446
WP_011131941.1,pcrA,12,C,C,5122
WP_011131941.1,pcrA,12,HV,A,1457
WP_011131941.1,pcrA,12,HV,B,6133
WP_011131941.1,pcrA,12,HV,C,2804
WP_011131941.1,pcrA,24,HV,A,363
WP_011131941.1,pcrA,24,HV,B,203
WP_011131941.1,pcrA,24,HV,C,127
WP_011131941.1,pcrA,24,C,A,3146
WP_011131941.1,pcrA,24,C,B,2257
WP_011131941.1,pcrA,36,C,A,3763
WP_011131941.1,pcrA,36,C,B,2271
WP_011131941.1,pcrA,36,C,C,4705
WP_011131941.1,pcrA,36,HV,A,81
WP_011131941.1,pcrA,36,HV,B,139
WP_011131941.1,pcrA,36,HV,C,96
WP_011131942.1,cpeB,0,C,A,4426
WP_011131942.1,cpeB,0,C,B,3153
WP_011131942.1,cpeB,0,C,C,4550
WP_011131942.1,cpeB,0,HV,A,1510
WP_011131942.1,cpeB,0,HV,B,3289
WP_011131942.1,cpeB,0,HV,C,7921
WP_011131942.1,cpeB,12,C,A,3245
WP_011131942.1,cpeB,12,C,B,3452
WP_011131942.1,cpeB,12,C,C,5793
WP_011131942.1,cpeB,12,HV,A,794
WP_011131942.1,cpeB,12,HV,B,2531
WP_011131942.1,cpeB,12,HV,C,1535
WP_011131942.1,cpeB,24,HV,A,121
WP_011131942.1,cpeB,24,HV,B,63
WP_011131942.1,cpeB,24,HV,C,47
WP_011131942.1,cpeB,24,C,A,7696
WP_011131942.1,cpeB,24,C,B,14890
WP_011131942.1,cpeB,36,C,A,6536
WP_011131942.1,cpeB,36,C,B,4150
WP_011131942.1,cpeB,36,C,C,7099
WP_011131942.1,cpeB,36,HV,A,40
WP_011131942.1,cpeB,36,HV,B,104
WP_011131942.1,cpeB,36,HV,C,24
WP_011131943.1,cpeS,0,C,A,5386
WP_011131943.1,cpeS,0,C,B,5871
WP_011131943.1,cpeS,0,C,C,9160
WP_011131943.1,cpeS,0,HV,A,3032
WP_011131943.1,cpeS,0,HV,B,8308
WP_011131943.1,cpeS,0,HV,C,15869
WP_011131943.1,cpeS,12,C,A,6216
WP_011131943.1,cpeS,12,C,B,5429
WP_011131943.1,cpeS,12,C,C,6454
WP_011131943.1,cpeS,12,HV,A,1766
WP_011131943.1,cpeS,12,HV,B,7178
WP_011131943.1,cpeS,12,HV,C,3690
WP_011131943.1,cpeS,24,HV,A,692
WP_011131943.1,cpeS,24,HV,B,277
WP_011131943.1,cpeS,24,HV,C,75
WP_011131943.1,cpeS,24,C,A,15183
WP_011131943.1,cpeS,24,C,B,15088
WP_011131943.1,cpeS,36,C,A,7233
WP_011131943.1,cpeS,36,C,B,5463
WP_011131943.1,cpeS,36,C,C,7410
WP_011131943.1,cpeS,36,HV,A,48
WP_011131943.1,cpeS,36,HV,B,98
WP_011131943.1,cpeS,36,HV,C,54
WP_011131947.1,xylB,0,C,A,2199
WP_011131947.1,xylB,0,C,B,2346
WP_011131947.1,xylB,0,C,C,3742
WP_011131947.1,xylB,0,HV,A,2108
WP_011131947.1,xylB,0,HV,B,2068
WP_011131947.1,xylB,0,HV,C,6000
WP_011131947.1,xylB,12,C,A,3610
WP_011131947.1,xylB,12,C,B,2316
WP_011131947.1,xylB,12,C,C,3646
WP_011131947.1,xylB,12,HV,A,837
WP_011131947.1,xylB,12,HV,B,1424
WP_011131947.1,xylB,12,HV,C,797
WP_011131947.1,xylB,24,HV,A,84
WP_011131947.1,xylB,24,HV,B,60
WP_011131947.1,xylB,24,HV,C,47
WP_011131947.1,xylB,24,C,A,7745
WP_011131947.1,xylB,24,C,B,9232
WP_011131947.1,xylB,36,C,A,4001
WP_011131947.1,xylB,36,C,B,2621
WP_011131947.1,xylB,36,C,C,4944
WP_011131947.1,xylB,36,HV,A,47
WP_011131947.1,xylB,36,HV,B,68
WP_011131947.1,xylB,36,HV,C,40
WP_011131948.1,metK,0,C,A,12181
WP_011131948.1,metK,0,C,B,10654
WP_011131948.1,metK,0,C,C,16769
WP_011131948.1,metK,0,HV,A,8859
WP_011131948.1,metK,0,HV,B,8987
WP_011131948.1,metK,0,HV,C,23480
WP_011131948.1,metK,12,C,A,12588
WP_011131948.1,metK,12,C,B,9025
WP_011131948.1,metK,12,C,C,13916
WP_011131948.1,metK,12,HV,A,3328
WP_011131948.1,metK,12,HV,B,5167
WP_011131948.1,metK,12,HV,C,2437
WP_011131948.1,metK,24,HV,A,297
WP_011131948.1,metK,24,HV,B,230
WP_011131948.1,metK,24,HV,C,162
WP_011131948.1,metK,24,C,A,40365
WP_011131948.1,metK,24,C,B,44180
WP_011131948.1,metK,36,C,A,18328
WP_011131948.1,metK,36,C,B,13417
WP_011131948.1,metK,36,C,C,22049
WP_011131948.1,metK,36,HV,A,148
WP_011131948.1,metK,36,HV,B,222
WP_011131948.1,metK,36,HV,C,136
WP_011131949.1,rps1a,0,C,A,30327
WP_011131949.1,rps1a,0,C,B,28422
WP_011131949.1,rps1a,0,C,C,30234
WP_011131949.1,rps1a,0,HV,A,26091
WP_011131949.1,rps1a,0,HV,B,18975
WP_011131949.1,rps1a,0,HV,C,49350
WP_011131949.1,rps1a,12,C,A,14833
WP_011131949.1,rps1a,12,C,B,12405
WP_011131949.1,rps1a,12,C,C,16829
WP_011131949.1,rps1a,12,HV,A,4773
WP_011131949.1,rps1a,12,HV,B,7781
WP_011131949.1,rps1a,12,HV,C,2870
WP_011131949.1,rps1a,24,HV,A,420
WP_011131949.1,rps1a,24,HV,B,368
WP_011131949.1,rps1a,24,HV,C,216
WP_011131949.1,rps1a,24,C,A,42904
WP_011131949.1,rps1a,24,C,B,51694
WP_011131949.1,rps1a,36,C,A,19558
WP_011131949.1,rps1a,36,C,B,13181
WP_011131949.1,rps1a,36,C,C,19566
WP_011131949.1,rps1a,36,HV,A,149
WP_011131949.1,rps1a,36,HV,B,302
WP_011131949.1,rps1a,36,HV,C,154
WP_011131950.1,nrdR,0,C,A,8097
WP_011131950.1,nrdR,0,C,B,10466
WP_011131950.1,nrdR,0,C,C,9207
WP_011131950.1,nrdR,0,HV,A,6480
WP_011131950.1,nrdR,0,HV,B,8117
WP_011131950.1,nrdR,0,HV,C,13506
WP_011131950.1,nrdR,12,C,A,8966
WP_011131950.1,nrdR,12,C,B,7219
WP_011131950.1,nrdR,12,C,C,8411
WP_011131950.1,nrdR,12,HV,A,2013
WP_011131950.1,nrdR,12,HV,B,3824
WP_011131950.1,nrdR,12,HV,C,1556
WP_011131950.1,nrdR,24,HV,A,95
WP_011131950.1,nrdR,24,HV,B,71
WP_011131950.1,nrdR,24,HV,C,63
WP_011131950.1,nrdR,24,C,A,11996
WP_011131950.1,nrdR,24,C,B,12518
WP_011131950.1,nrdR,36,C,A,9219
WP_011131950.1,nrdR,36,C,B,6900
WP_011131950.1,nrdR,36,C,C,11783
WP_011131950.1,nrdR,36,HV,A,83
WP_011131950.1,nrdR,36,HV,B,128
WP_011131950.1,nrdR,36,HV,C,50
WP_011131951.1,psbT,0,C,A,25850
WP_011131951.1,psbT,0,C,B,37438
WP_011131951.1,psbT,0,C,C,32194
WP_011131951.1,psbT,0,HV,A,26546
WP_011131951.1,psbT,0,HV,B,35578
WP_011131951.1,psbT,0,HV,C,39816
WP_011131951.1,psbT,12,C,A,13869
WP_011131951.1,psbT,12,C,B,13126
WP_011131951.1,psbT,12,C,C,18468
WP_011131951.1,psbT,12,HV,A,3784
WP_011131951.1,psbT,12,HV,B,5638
WP_011131951.1,psbT,12,HV,C,2650
WP_011131951.1,psbT,24,HV,A,164
WP_011131951.1,psbT,24,HV,B,109
WP_011131951.1,psbT,24,HV,C,88
WP_011131951.1,psbT,24,C,A,36164
WP_011131951.1,psbT,24,C,B,56538
WP_011131951.1,psbT,36,C,A,23926
WP_011131951.1,psbT,36,C,B,16896
WP_011131951.1,psbT,36,C,C,28845
WP_011131951.1,psbT,36,HV,A,93
WP_011131951.1,psbT,36,HV,B,211
WP_011131951.1,psbT,36,HV,C,48
WP_011131952.1,psbB,0,C,A,788475
WP_011131952.1,psbB,0,C,B,926547
WP_011131952.1,psbB,0,C,C,783981
WP_011131952.1,psbB,0,HV,A,610278
WP_011131952.1,psbB,0,HV,B,798254
WP_011131952.1,psbB,0,HV,C,973736
WP_011131952.1,psbB,12,C,A,362361
WP_011131952.1,psbB,12,C,B,328773
WP_011131952.1,psbB,12,C,C,450533
WP_011131952.1,psbB,12,HV,A,83503
WP_011131952.1,psbB,12,HV,B,144068
WP_011131952.1,psbB,12,HV,C,65711
WP_011131952.1,psbB,24,HV,A,5247
WP_011131952.1,psbB,24,HV,B,3142
WP_011131952.1,psbB,24,HV,C,2987
WP_011131952.1,psbB,24,C,A,938673
WP_011131952.1,psbB,24,C,B,1355721
WP_011131952.1,psbB,36,C,A,602254
WP_011131952.1,psbB,36,C,B,434265
WP_011131952.1,psbB,36,C,C,695558
WP_011131952.1,psbB,36,HV,A,3009
WP_011131952.1,psbB,36,HV,B,5501
WP_011131952.1,psbB,36,HV,C,2288
WP_011131953.1,fdx,0,C,A,15362
WP_011131953.1,fdx,0,C,B,21092
WP_011131953.1,fdx,0,C,C,8364
WP_011131953.1,fdx,0,HV,A,12769
WP_011131953.1,fdx,0,HV,B,11270
WP_011131953.1,fdx,0,HV,C,8427
WP_011131953.1,fdx,12,C,A,1711
WP_011131953.1,fdx,12,C,B,1062
WP_011131953.1,fdx,12,C,C,1653
WP_011131953.1,fdx,12,HV,A,396
WP_011131953.1,fdx,12,HV,B,617
WP_011131953.1,fdx,12,HV,C,471
